nombre,descripcion,precio,departamento,categoria,clave1,clave2,codigo_sat,disponible,destacado,temporada
MOLDE AA MUFFIN 24CAV BC,"Molde a muffin resistente al acero inoxidable, perfecto para hornear deliciosas muffins de 24 cavidades.",380.0,Moldes,Acero,11-137,7501553111371,52151901,True,False,False
MOLDE AA TARTALETA Ø10x2.1cm,"Molde a tartaleta de acero inoxidable, Ø10x2.1cm, ideal para hornear deliciosas tartas y pastelitos con facilidad.",55.0,Moldes,Acero,1-212,7501553112125,52151907,True,False,False
MOLDE ACERO  REDONDO 8X6,"Molde de acero redondo, ideal para hornear galletas y pasteles, con dimensión 8x6 cm.",50.0,Moldes,Acero,8435545766456,8435545766456,52151600,True,False,False
MOLDE ACERO  REDONDO 10X6,"Molde de repostería acero, redondo y duradero, ideal para preparar galletas, tartas y otros postres deliciosos.",60.0,Moldes,Acero,8435545766463,8435545766463,52151600,True,False,False
MOLDE ACERO  REDONDO 3PZ BAJO,"Molde redondo de acero inoxidable, bajo y de 3 piezas, ideal para crear deliciosos pastelitos y dulces artesanales.",100.0,Moldes,Acero,8435545766517,8435545766517,52151600,True,False,False
MOLDE ACERO CUADRADO 6X4,"Molde acero cuadrado de 6x4 cm, ideal para hornear bizcochos y pastelitos de manera rápida y uniforme.",40.0,Moldes,Acero,8435545766470,8435545766470,52151600,True,False,False
MOLDE ACERO CUADRADO 8X4,"Molde de acero cuadrado 8x4 ideal para hornear, con acabado brilloso y resistencia a altas temperaturas.",50.0,Moldes,Acero,8435545766487,8435545766487,52151600,True,False,False
MOLDE ACERO CUADRADO 10X4,"Molde acero cuadrado de 10x4 cm, ideal para hornear y decorar, resistente al calor y fácil de limpiar.",60.0,Moldes,Acero,8435545766494,8435545766494,52151600,True,False,False
MOLDE ACERO  REDONDO 6X4,"Molde acero redondo de 6x4 cm, ideal para repostería y decoraciones de eventos, resistente y fácil de limpiar.",40.0,Moldes,Acero,8435545766418,8435545766418,52151600,True,False,False
MOLDE ACERO  REDONDO 6X6,"Molde de repostería en acero inoxidable, redondo y recto, ideal para hornear bizcochitos y otros dulces tradicionales.",40.0,Moldes,Acero,8435545766449,8435545766449,52151600,True,False,False
MOLDE ACERO  REDONDO 3PZ,"Molde de repostería en acero inoxidable redondo, ideal para hornear deliciosos pasteles y tartas en tres tamaños.",120.0,Moldes,Acero,8435545766524,8435545766524,52151600,True,False,False
MOLDE ACERO  REDONDO 8X4,"Molde redondo de acero resistente, ideal para hornear y repostería, con una forma precisa y fácil de limpiar.",50.0,Moldes,Acero,8435545766425,8435545766425,52151600,True,False,False
Tazon p/Mezclar Profundo De Ace Inox 20 cm,"Tazon profundo para mezclar con un acero inoxidable resistente, ideal para cocina y repostería.",69.0,Herramientas,Acero,1530308,1530308,52152103,True,False,False
Tazon p/Mezclar Profundo de Ace Inox 24 cm,"Tazon de mezcla profunda de aceite inoxidable, resistente y duradero en un acabado atractivo de 24 cm.",79.0,Herramientas,Acero,1530310,1530310,52152103,True,False,False
Tazon p/Mezclar Profundo de Ace Inox 28 cm,"""Mezcla con precisión y confianza gracias a la taza de aceite profunda de 28cm de diameter, hecha de acero inoxidable.""",109.0,Herramientas,Acero,1530311,1530311,52152103,True,False,False
"CORTADOR CUADRADO 3PZ 20,15,10CM",Cortador cuadrado de metal con tijeras de acero inoxidable para cortar papel y cartón con precisión.,100.0,Cortadores,Metalicos,666661686455,666661686455,52151600,True,False,False
CARRETILLA PLAST P/PASTA C/3 DISCOS,"Placa de carbón o pasta reutilizable en carro, resistente al fuego y fácil de limpiar con sol y agua.",41.0,Herramientas,Acero,TOL00000087,4897080491202,52151600,True,False,False
CORTADOR CUADRADO 3PZ XOF,"""Descubre el Cortador Cuadrado 3PZ XOF, una herramienta versátil y duradera para cortar papel en cuadrados precisos.""",145.0,Cortadores,Metalicos,8433801361261,8433801361261,52151600,True,False,False
RECTANGULO AINOX 10x6x5cm,"Rectángulo en ainox de 10x6x5cm, resistente y duradero para almacenamiento y organización metálica.",70.0,Cortadores,Metalicos,I98,7501553811493,52151600,True,False,False
RECTANGULO AINOX 12x6x5cm,"Rectángulo ainox de 12x6x5cm, ideal para decorar y almacenar alimentos, resistente y duradero en el metal inoxidable.",80.0,Cortadores,Metalicos,I99,7501553811516,52151600,True,False,False
CUADRO AINOX 8x8x5cm,"""Desafío para tus sentidos con el Cuadro Ainox, perfecto para decorar y mostrar tus recuerdos en metalico resistente.""",80.0,Cortadores,Metalicos,I28,7501553797827,52151600,True,False,False
CUADRO AINOX 12x12x5cm,Dispara un toque de elegancia a cualquier mesa con el cuadro en metal ainoxidable de 12x12x5cm.,100.0,Cortadores,Metalicos,I12,7501553811509,52151600,True,False,False
CUADRO DE ACERO INOX 10x10x5,"""Acero inoxidable cuadro de repostería resistente, perfecto para exhibir objetos en un espacio fresco y protegido.""",90.0,Cortadores,Metalicos,B32,7501553782335,52151600,True,False,False
CHAROLA 30*45 ACERO INOXIDABLE,"""Charola de acero inoxidable, resistente y duradera, perfecta para servir comida caliente o fría, ideal para todo tipo de eventos.""",348.0,Moldes,Charolas,ZCH1,ZCH1,52151907,True,False,False
CHAROLA 35*50 ACERO INOXIDABLE,"""Charola resistente acero inoxidable, ideal para servir alimentos calientes y fríos, fácil de limpiar y duradera.""",407.0,Moldes,Charolas,ZCH5,ZCH5,52151907,True,False,False
CHAROLA 35*50 ALUMINIO MEDIANA,"""Disfruta de la perfección de las charolas de alta calidad, resistente y fácil de limpiar en su cocina.""",295.0,Moldes,Charolas,ZCH6,ZCH6,52151907,True,False,False
CHAROLA 45*65 ACERO INOXIDABLE,"""Charola de alta calidad, resistente al acero inoxidable, ideale para decorar y almacenar alimentos en tu cocina.""",537.0,Moldes,Charolas,ZCH9,ZCH9,52151907,True,False,False
"CHAROLA PIZZA 28 (11"") REDONDA CAL.22","Charola Pizza Redonda, 28 cm, con receta especial y sabor auténtico, perfecta para disfrutar en casa o fuera.",110.0,Moldes,Charolas,ZB6,7500326403170,52151908,True,False,False
"CHAROLA PIZZA 30 (12"") REDONDA CAL.22","""Charola Pizza Redonda Cal. 22"", una deliciosa pizza de 12"" con una receta especial para satisfacer tus antojos.""",119.0,Moldes,Charolas,ZB7,7500326403187,52151908,True,False,False
CHAROLA PIZZA 32 REDONDA CAL.22,"Deliciosa charola redonda con salsa de tomate y queso, perfecta para compartir con amigos y familia en cualquier ocasión.",128.0,Moldes,Charolas,ZB8,7500326516412,52151908,True,False,False
2105-0-0059 CHAROLA PARA GALLETA  TEXTURA C/2,"""Charola de alta calidad para galleta con textura crosada, ideal para decoración y presentación gastronómica.""",1380.0,Moldes,Charolas,070896011862,070896011862,52151900,True,False,False
RODILLO SILICON 48CM,"Rodillo siliconico 48cm, ideal para decorar superficies planas, con acabado suave y fácil de limpiar.",560.0,Herramientas,Rodillos,17702689,17702689,52151600,True,False,False
RODILLO FRANCES WILTON,"Rodillo Frances Wilton, de alta calidad con una base sólida y punteras precisas para hornear pastelería perfecta.",450.0,Herramientas,Rodillos,70896253620,70896253620,52151600,True,False,False
RODILLO CON TEXTURA ENTRAMADO,"Rodillo con textura intramada, ideal para decorar y personalizar tus postres y dulces de manera única y atractiva.",160.0,Herramientas,Rodillos,4-2806,7501553428066,52151601,True,False,False
RODILLO CON TEXTURA CANASTA,"""Descubre nuestro rodillo con textura canasta, diseñado para una experiencia culinaria única y divertida.""",160.0,Herramientas,Rodillos,4-2804,7501553428042,52151601,True,False,False
RODILLO ULTRALIGERO CON ANILLOS NIVELADORES CHERRY,"Rodillo ultraligero con anillos niveladores cherry para hornear, perfecto para dulcerías y postres, fácil de usar y limpiar.",121.0,Herramientas,Rodillos,DTEM252,DTEM252,52151600,True,False,False
1907-1205 RODILLO BLANCO 9X1,"""Rodillo blanco de alta calidad, ideal para cortar y mezclar ingredientes en la cocina profesional, con un diseño ergonómico.""",253.0,Herramientas,Rodillos,1907-1205,070896192059,52151600,True,False,False
1907-1010 LIGAS PARA RODILLO DE FONDANT,"Ligas de alta calidad para rodillo de fondant, ideales para decorar y crear dulces profesionales.",167.0,Herramientas,Rodillos,1907-1010,070896197108,52151600,True,False,False
RODILLO PARA FONDANT 20CM LARGO,"Rodillo para fondant de 20cm largo, diseñado para crear formas perfectas y uniformes en tus creaciones reposterías.",120.0,Herramientas,Rodillos,03-0193,070896101938,52151600,True,False,False
RODILLO CON PATRON ROSAS Y HOJAS,"Rodillo con patrón rosas y hojas, decorado para agregar un toque festivo a tus postres y dulces caseros.",200.0,Herramientas,Rodillos,1907-1087,070896108722,52151600,True,False,False
RODILLO PATRON ESCAMAS,"""Rodillo Patron Escamas: Herramienta de calidad para moldear y hornear pastelerías, con escamas precisas y duraderas.""",279.0,Herramientas,Rodillos,1907-1088,070896108814,52151600,True,False,False
RODILLO FRANCES,"Rodillo Frances: dulce y cremoso, preparado con leche evaporada, azúcar y un toque de vainilla.",543.0,Herramientas,Rodillos,2103-4376,070896043764,52151600,True,False,False
RODILLO GIRATORIO 5X39CM,"Rodillo giratorio de alta calidad, fácil de usar y limpiar, ideal para hornear y decorar todo tipo de pastelerías.",236.0,Herramientas,Rodillos,17702688,17702688,52151600,True,False,False
DUYA DE OLAN 240-030,"Deliciosa duya de olán casera, perfecta para disfrutar en cualquier momento con un sabor único y auténtico.",45.0,Decoracion,Duyas,240030,240030,52151600,True,False,False
DUYA DE OLAN 240-070,"Deliciosa duya de olan receta tradicional con un sabor intenso y aromático, perfecta para compartir con familia y amigos.",45.0,Decoracion,Duyas,240070,240070,52151600,True,False,False
DUYA 2 OZ,"Deliciosa duya de 2 oz, perfecta para un snack dulce y satisface tu antojo de dulces deliciosos.",48.0,Decoracion,Duyas,24012,24012,52151600,True,False,False
DUYA 1A OZ,"Duyas artesanales de alta calidad, con una textura suave y un sabor intenso, perfectas para acompañar cualquier café.",80.0,Decoracion,Duyas,2401A,2401A,52151600,True,False,False
DUYA 1E OZ,"Deliciosa duya de 1 oz, perfecta para un merienda rápida y energizante.",80.0,Decoracion,Duyas,2401E,2401E,52151600,True,False,False
DUYA 2A OZ,"Deliciosa duya de 2 oz, perfecta para un snack saludable y saboroso, hecha con ingredientes frescos y naturales.",70.0,Decoracion,Duyas,2402A,2402A,52151600,True,False,False
DUYA 4B OZ,"""Disfruta del sabor auténtico de las Duyas 4B, un clásico en repostería casera de alta calidad.""",70.0,Decoracion,Duyas,2404B,2404B,52151600,True,False,False
DUYA 234,"Deliciosa duya con relleno de crema y caramelo, ideal para satisfacer tu antojo de postre dulce y cremoso.",70.0,Decoracion,Duyas,402234,402-234 DUYA234,52151600,True,False,False
ORGANIZADOR DE DUYAS 55 CAV,"""Organizador de duyas de 55 cavos, perfecto para ordenar y llevar tus dulces en cualquier lugar.""",471.0,Decoracion,Duyas,070896387844,070896387844,24112400,True,False,False
DUYA 48,"Deliciosa duya de nueces y chocolate, perfecta para un golpe de dulzura en cualquier momento del día.",52.0,Decoracion,Duyas,070896042149,070896042149,52151600,True,False,False
DUYA 70,"Duyas de alta calidad con relleno cremoso, cubiertas con una capa fina de mantequilla y azúcar crujiente.",55.0,Decoracion,Duyas,070896042170,070896042170,52151600,True,False,False
DUYA 199,"""Deliciosas duyas artesanales Duyas 199, con textura suave y sabor agradable, perfectas para un momento de dulzura.""",70.0,Decoracion,Duyas,070896042286,070896042286,52151600,True,False,False
DUYA 62 PETALO CH,"Deliciosas duyas Dulce 62 Petaló, con una textura suave y un sabor dulce y agradable a la vainilla.",25.0,Decoracion,Duyas,DA62,DA62,48101817,True,False,False
DUYA 65 HOJA CH,"Duyas 65 Hoja, dulces y crujientes, perfectas para snacking o compartir con familiares y amigos.",25.0,Decoracion,Duyas,DA65,DA65,48101817,True,False,False
DUYA 126 PETALO MD,"Deliciosas duyas de alta calidad, con una textura suave y sabor intenso, en un toque elegante del PETALO MD.",35.0,Decoracion,Duyas,DA126,DA126,48101817,True,False,False
DUYA 127 PETALO MD,"Deliciosa duya de 127 petalos, perfecta para satisfacer tus antojos dulces y frescas con cada mordisco.",35.0,Decoracion,Duyas,DA127,DA127,48101817,True,False,False
DUYA 401 RUFFLE (ONDULADO) CH,"Duyas 401 Ruffle en ondulado, una delicia crujiente y dulce para cualquier ocasión.",25.0,Decoracion,Duyas,DA401,DA401,48101817,True,False,False
DUYA 804/4PT REDONDA MD,"Deliciosas duyas redondas, perfectas para cualquier ocasión, con un sabor dulce y una textura suave en el interior.",40.0,Decoracion,Duyas,DA804,DA804,48101817,True,False,False
DUYA 857/1E MD,"Duyas de alta calidad MD, con receta tradicional y ingredientes frescos, para un sabor auténtico y sabroso en casa.",35.0,Decoracion,Duyas,DA857,DA857,48101817,True,False,False
DUYA 865 ESTRELLA CERRADA MD,"""Deliciosas duyas estrelladas cerradas MD, elaboradas con la mejor calidad y sabor, perfectas para cualquier ocasión.""",35.0,Decoracion,Duyas,DA865,DA865,48101817,True,False,False
DUYA 866 ESTRELLA CERRADA MD,"Deliciosas duyas estrelladas cerradas, frescas y de alta calidad, perfectas para cualquier ocasión o momento del día.",35.0,Decoracion,Duyas,DA866,DA866,48101817,True,False,False
DUYA 867/7FT ESTRELLA CERRADA MD,"Deliciosa duya estrella cerrada de alta calidad, perfecta para cualquier ocasión, con una textura crujiente y sabor intenso.",43.0,Decoracion,Duyas,DA867,DA867,48101817,True,False,False
DUYA 888 FLOR GD,"""Deliciosas duyas de DuyA, con caramelo crujiente y rellenas de dulce flor, una experiencia gustaria única.""",45.0,Decoracion,Duyas,DA888,DA888,48101817,True,False,False
DUYA 895/2B PEINE MD,"Duyas de alta calidad con un fino peine y textura suave, ideales para cualquier tipo de repostería.",40.0,Decoracion,Duyas,DA895,DA895,48101817,True,False,False
JGO DECORACION DUYA RUSA Y COUPLER 13 PZ,"Deliciosas duyas rusas de alta calidad, decoradas con coupler y vendidas en paquete de 13 unidades.",271.0,Decoracion,Duyas,TOL00000011,4897080492551,48101817,True,False,False
DUYA 789 WILTON,"""Delicias en tu boca, Duyas 789 Wilton: dulces y cremosos, perfectos para cualquier ocasión especial.""",145.0,Decoracion,Duyas,03-3125,070896431257,52151600,True,False,False
DUYA 1G OZ,"Deliciosa duya de alta calidad, perfecta para cualquier momento del día con solo 60 calorías por 100g.",55.0,Decoracion,Duyas,2401G,2401G,52151600,True,False,False
DUYA 48 OZ,"""Deliciosa duya de 48 oz, perfecta para dulcear tus días y satisfacer tus antojos de manera sencilla.""",35.0,Decoracion,Duyas,24048,24048,52151600,True,False,False
DUYA 68 OZ,"""Deliciosas duyas de 68 oz, perfectas para cualquier ocasión, con un sabor único y textura suave.""",35.0,Decoracion,Duyas,24068,24068,52151600,True,False,False
DUYA SAINT HONORE,"""Duyas de alta calidad, frescas y crujientes, para deleitar tus sentidos con su sabor auténtico y textura perfecta.""",45.0,Decoracion,Duyas,240686,240686,52151600,True,False,False
DUYA R001 SULTAN ABIERTA,"""Sultanas abiertas Duyas R001, dulces y jugosos, ideales para decorar postres y disfrutar de un sabor auténtico.""",102.0,Decoracion,Duyas,24101,24101,52151600,True,False,False
DUYA R002 SULTAN CERRADA,"Duyas tradicionales con sultán cerrada, dulces y cremosos, hechas con ingredientes de alta calidad y receta auténtica.",102.0,Decoracion,Duyas,24102,24102,52151600,True,False,False
DUYA R003 SULTAN ABIERTA GDE,"""Sultanas frescas y jugosas, perfectas para aderezar tus deliciosos dulces y pastelerías con un toque mediterráneo.""",102.0,Decoracion,Duyas,24103,24103,52151600,True,False,False
DUYA R004 SULTAN CERRADA GDE,"Deliciosa duya sultana con una corteza crujiente y rellena de crema suave, perfecta para un momento de indulgencia.",102.0,Decoracion,Duyas,24104,24104,52151600,True,False,False
DUYA GLOBO CERRADA OZ,"Duyas de alta calidad con un toque especial, el Duyá Globo cerrada oz, para deleitar a tus sensillas.",60.0,Decoracion,Duyas,241103,241103,52151600,True,False,False
DUYA GLOBO PETALOS OZ,"Deliciosas duyas con capas de crema y una corteza crujiente, rellenas de un delicioso relleno de frutas coloridas.",60.0,Decoracion,Duyas,241104,241104,52151600,True,False,False
DUYA RUSA ATECO ROSA 6 PETALOS,"""Rosas frescas en cada bite, Duyas Rusas Ateco con 6 petalos de sabor y pasión.""",60.0,Decoracion,Duyas,2421,2421,52151600,True,False,False
DUYA RUSA ATECO ROSA 10 PETALOS,"Deliciosa duya con rosas 10 petalos, dulce y jugosa, perfecta para cualquier ocasión especial.",60.0,Decoracion,Duyas,2431,2431,52151600,True,False,False
DUYA RUSA ATECO FLOR 6 PETALOS,"Duyas con dulce flor 6 pétalos, una deliciosa combinación de sabores y texturas para deleitar a cualquier paladar.",60.0,Decoracion,Duyas,2441,2441,52151600,True,False,False
DUYA 104 (A),"Duyas Dulces 104, deliciosa combinación de texturas y sabores en una duya perfecta para cualquier ocasión.",48.0,Decoracion,Duyas,402104,402104,52151600,True,False,False
DUYA 127 (C),"Deliciosa duya cremosa y esponjosa, ideal para acompañar un té o café, con una textura única y sabor a canela.",75.0,Decoracion,Duyas,402127,402127,52151600,True,False,False
DUYA 1A,"Deliciosa dupla de dulces y salados, perfecta para cualquier ocasión, con una textura crocante y un sabor irresistible.",70.0,Decoracion,Duyas,4021A,4021A,52151600,True,False,False
DUYA 1E,"""Deliciosa duya dulce y sabrosa, ideal para acompañar el café o el té, con un sabor auténtico y tradicional.""",78.0,Decoracion,Duyas,4021E,4021E,52151600,True,False,False
DUYA 1M OZ,"Deliciosas duyas de alta calidad en polvo, perfectas para hacer delicias en tus tartas y pasteles.",55.0,Decoracion,Duyas,4021M,4021M,52151600,True,False,False
DUYA 233,"Deliciosa duya tradicional con relleno de crema y cobertura de chocolate, perfecta para satisfacer tu antojo.",65.0,Decoracion,Duyas,402233,402233,52151600,True,False,False
DUYA 2A,"Deliciosas duyas dulces y crujientes, con una textura perfecta que combina sabores y aromas en cada mordida.",65.0,Decoracion,Duyas,4022A,4022A,52151600,True,False,False
DUYA 352,"Deliciosas duyas dulces y crujientes, perfectas para un meriende o acompañamiento de cualquier momento.",62.0,Decoracion,Duyas,402352,402352,52151600,True,False,False
DUYA 8B (D),"""Delicadas duyas de alta calidad, con un sabor intenso y una textura crujiente en cada mordida.""",70.0,Decoracion,Duyas,4028B,4028B,52151600,True,False,False
JGO DECORACION DUYA COUPLER ESTUCHE 17PZ,"""Decoración de dulia con estuche de 17 piezas, ideal para decorar tu mesa y agregar un toque personalizado.""",173.0,Decoracion,Duyas,TOL00000016,4897080492605,48101817,True,False,False
DUYA 0 PUNTO/TALLO/LINEA CH,"Deliciosa duya sin punto ni talla, ideal para aquellos que buscan una opción simple y sin compromisos.",18.0,Decoracion,Duyas,DA0,,52151600,True,False,False
DUYA 2 PUNTO/TALLO CH,"Deliciosas duyas dulces y fáciles de masticar, perfectas para un snack rápido y energético.",22.0,Decoracion,Duyas,DA2,,52151600,True,False,False
DUYA 5 LINEAS/PUNTOS CH,"Deliciosas duyas con 5 líneas/puntos, perfectas para satisfacer tu antojo de dulce y fresca.",18.0,Decoracion,Duyas,DA5,,52151600,True,False,False
JGO DUYA PASTO 175 12pz,"""Deliciosas duyias artesanales de pavo con salsa, en 12 unidades por pack, para sorprender a tus seres queridos.""",169.0,Decoracion,Duyas,TIP000240,,52151600,True,False,False
JGO DUYA PASTO 175 1pz,"Deliciosas duyás de pasta dulce, crujientes y sabrosas, perfectas para cualquier ocasión especial o merienda rápida.",20.0,Decoracion,Duyas,TIP00024,,52151600,True,False,False
JGO DE 6 DUYAS CH C/ MANGA Y COUPLER,"""Mangana con coupler de alta calidad, perfecta para agregar un toque festivo a tus ocasiones especiales con 6 dobleces.""",132.0,Decoracion,Duyas,4-1221,7501553412218,48101817,True,False,False
DUYA SAINT HONORE,"""Deliciosas duyas de DuyA Saint Honore, rellenas con crema y cubiertas de chocolate y azúcar caramelizado.""",45.0,Decoracion,Duyas,240580,240580,52151600,True,False,False
DUYA 10 OZ,"Deliciosas duyas de 10 oz, perfectas para un snack saludable y saboroso en cualquier momento del día.",35.0,Decoracion,Duyas,24010,24010,52151600,True,False,False
DUYA 12 OZ,"Duyas Dulces 12 oz, deliciosas y suaves, perfectas para cualquier momento del día, un sabor auténtico en cada mordida.",35.0,Decoracion,Duyas,24012,24012,52151600,True,False,False
DUYA 234 OZ,"Deliciosas duyus caseras de 234 oz, perfectas para compartir con familiares y amigos en tus reuniones festivas.",45.0,Decoracion,Duyas,240234,240234,52151600,True,False,False
DUYA 233 OZ,"Deliciosas duyas de alta calidad, perfectas para cualquier ocasión, con un tamaño de 233 oz que dura todo el día.",45.0,Decoracion,Duyas,240233,240233,52151600,True,False,False
GEL 40g AMARILLO HUEVO ENCO,"Delicioso gel amarillo con sabor a huevo, perfecto para un toque dulce en tus días. 40g.",38.0,Colorantes,Gel,1564,850052868055,12171504,True,False,False
GEL 40g AMARILLO LIMON ENCO,"""Gel amarillo limón enco, deliciosa y refrescante, para un golpe de energía natural y sabor intenso.""",41.0,Colorantes,Gel,1609,850052868062,12171504,True,False,False
GEL 40g AMARILLO NEON ENCO,"Gel AMARILLO NEON, 40g, refrescante y vibrante para personalizar tus festividades y eventos con un toque de color.",39.0,Colorantes,Gel,2994,850052868079,12171504,True,False,False
GEL 40g AZUL BRILLANTE ENCO,"Gel azul brillante enco, atractivo y refrescante para niños y adultos, disponible en 40g.",38.0,Colorantes,Gel,1131,7508304377338,12171504,True,False,False
GEL 40g AZUL CIELO ENCO,"Gel refrescante azul cielo enco, ideal para calmar la sed y disfrutar de un momento de relax.",40.0,Colorantes,Gel,1624,850052868093,12171504,True,False,False
GEL 40g AZUL NEON ENCO,"Gel azul neon enco, refrescante y vibrante, ideal para decorar y agregar un toque de color a tus eventos.",46.0,Colorantes,Gel,2809,850052868116,12171504,True,False,False
GEL 40g AZUL REAL ENCO,"Gel azul real enco de 40g, para decorar y agregar un toque especial a tus conchas y eventos.",38.0,Colorantes,Gel,1494,7508304377369,12171504,True,False,False
GEL 40g AZUL TIFFANY ENCO,"Gel azul Tiffany, 40g, enco, con textura suave y sabores naturales para un deleite sin igual.",38.0,Colorantes,Gel,1943,7508304377376,12171504,True,False,False
GEL 40g AZUL MARINO ENCO,"Gel azul marino 40g, refrescante y delicioso, perfecto para cualquier ocasión, ideal para el verano.",42.0,Colorantes,Gel,2923,7508304497760,12171504,True,False,False
GEL 40g BLANCO ENCO,"Gel de repostería blanco encolorado, ideal para decorar postres y dulces con un toque de elegancia y profesionalismo.",46.0,Colorantes,Gel,2926,850052868147,12171504,True,False,False
GEL 40g CAFÉ CHOCOLATE ENCO,"Gel de café y chocolate, en un envase de 40g.",42.0,Colorantes,Gel,1514,850052868154,12171504,True,False,False
GEL 40g CAFÉ OSCURO ENCO,"Gel con 40g de café oscuro rico y cremoso, perfecto para un momento de relax y sabor intenso.",39.0,Colorantes,Gel,1849,7508304377284,12171504,True,False,False
GEL 40g CARNE ENCO,"Deliciosa gel de carne 40g, ideal para un snack rápido y nutritivo.",39.0,Colorantes,Gel,2193,7508304377406,12171504,True,False,False
GEL 40g MORADO ENCO,"Gel morado de 40g, refrescante y jugoso, ideal para complementar tus comidas o disfrutar en cualquier momento.",50.0,Colorantes,Gel,1527,850052868208,12171504,True,False,False
GEL 40g NARANJA ENCO,"Gel de naranja enco, deliciosa y refrescante, con un sabor intenso y una textura suave y cremosa.",39.0,Colorantes,Gel,2392,850052868222,12171504,True,False,False
GEL 40g NARANJA NEON ENCO,"Gel de narancia neon, 40g, con sabor intenso y color vibrante para un toque de diversión en tu día.",39.0,Colorantes,Gel,1539,7508304377451,12171504,True,False,False
GEL 40g CORAL ENCO,"Gel coral 40g, fresco y cremoso, ideal para decorar postres y dulces con un toque de color natural.",39.0,Colorantes,Gel,2119,7508304497777,12171504,True,False,False
GEL 40g ROJO NAVIDAD ENCO,"Gel rosado navideño envasado en un contenedor decorativo, perfecto para adornar la mesa y agregar un toque festivo.",43.0,Colorantes,Gel,1521,850052868260,12171504,True,False,False
GEL 40g ROJO VINO ENCO,"Gel Rojo Vino Enco, gel refrescante y vibrante con sabor a vino, perfecto para revigorar en cualquier momento.",44.0,Colorantes,Gel,2451,7508304497784,12171504,True,False,False
GEL 40g ROSA BRILLANTE ENCO,"Gel rosado brillante de 40g, perfecto para decorar y agregar un toque festivo a tus creaciones.",42.0,Colorantes,Gel,1115,7508304377505,12171504,True,False,False
GEL 40g ROSA FIUSHA ENCO,"Gel de rosas fusha enco de 40g, perfecto para decorar pastelerías y donas con un toque de sabor y color.",43.0,Colorantes,Gel,1916,7508304377512,12171504,True,False,False
GEL 40g ROSA NEON ENCO,"Gel rosa neon de 40g, ideal para decorar y personalizar tus creaciones gastronómicas con un toque vibrante y divertido.",46.0,Colorantes,Gel,2434,7508304377529,12171504,True,False,False
GEL 40g SUPER NEGRO ENCO,"Gel Negro Intenso, 40g, para un acabado perfecto y duradero en tus pómulos y cejas.",48.0,Colorantes,Gel,2476,7508304377536,12171504,True,False,False
GEL 40g SUPER ROJO ENCO,"""Colores vibrantes y cremosos en un gel suave y duradero, ideal para decorar con estilo tus creaciones de repostería.""",45.0,Colorantes,Gel,2440,850052868352,12171504,True,False,False
GEL 40g VERDE ENCO,"Gel verde enco, 40g: refrescante y cremoso gel para calmar la sed y el calor del cuerpo.",41.0,Colorantes,Gel,1677,7508304377550,12171504,True,False,False
GEL 40g VERDE LIMON ENCO,"Gel refrescante verde limón, 40g. Refresca y hidrata con este gel natural y delicioso.",42.0,Colorantes,Gel,1545,7508304377574,12171504,True,False,False
GEL 40g VIOLETA ENCO,"Gel de repostería violeta enco, 40g, para disfrutar con dulces o solo, un toque de color y sabor único.",45.0,Colorantes,Gel,2365,850052868420,12171504,True,False,False
GEL 40g UVA ENCO,"Gel enco UVA de 40g, fácil de aplicar y dura todo el día para un brillo saludable.",38.0,Colorantes,Gel,2445,7508304377178,12171504,True,False,False
GEL 40g ROJO ROJO ENCO,"Gel de repostería rojo, fácil de aplicar y dura hasta 8 horas en el labio y alrededores.",46.0,Colorantes,Gel,1216,850052868277,12171500,True,False,False
GEL 40g MORADO NEON ENCO,"Gel morado neon de 40g, ideal para decorar o agregar un toque colorido a tus eventos y celebraciones.",44.0,Colorantes,Gel,2991,7508304377437,12171500,True,False,False
GEL 40g VERDE NEON ENCO,"Gel refrescante verde neon, perfecto para un toque luminoso y divertido en tus celebraciones.",44.0,Colorantes,Gel,2432,7508304377093,12171500,True,False,False
GEL 40g ROSA VIEJO ENCO,"Gel rosado natural, rico y cremoso en 40g, perfecto para complementar tus días con un toque de dulzura.",44.0,Colorantes,Gel,2575,850052868338,12171500,True,False,False
GEL 40g  NEGRO ENCO,"""Crema para cabello negro intenso, protege y brilla tus tintos naturales con nuestro gel de alta calidad.""",49.0,Colorantes,Gel,1130,850052868246,12171504,True,False,False
GEL 40g VERDE HOJA ENCO,"""Gel refrescante verde, perfecto para calmar la sed en cualquier momento del día.""",42.0,Colorantes,Gel,2378,850052868390,12171504,True,False,False
GEL 40g ROSA ESPECIAL ENCO,"Gel rosado especial enco, refrescante y nutritivo para la piel, disponible en 40g.",44.0,Colorantes,Gel,2587,850052868307,12171500,True,False,False
GEL 40g CREMA ENCO,"""Gel cremoso de 40g con una textura suave y agradable, ideal para un brillo intenso y duradero"".",39.0,Colorantes,Gel,1700,7508304377413,12171504,True,False,False
GEL 40g MUÑECO DE JENGIBRE ENCO,"Gel de jengibre enco, relajante y antiinflamatorio, para el cuerpo entero, 40g de gel suave y cremoso.",44.0,Colorantes,Gel,3305,7508304495469,12171500,True,False,False
GEL 40g CORAZON DE AGUACATE ENCO,"Gel 40g con sabor a corazón de aguacate, rico y cremoso para un refresco saludable y delicioso.",44.0,Colorantes,Gel,3303,7508304495445,12171500,True,False,False
