sku,nombre,imagen_local,supabase_url
"99261","MOLDE SIL DC COPOS MINI","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/99261.jpg",""
"666661683151","MOLDE SILICON CUPCAKE VERDE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661683151.jpg",""
"5-5276","MOLDE SILI/BROWN FLORES","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5276.jpg",""
"5-5274","MOLDE SILI/BROWN HOJAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5274.jpg",""
"5-5277","MOLDE SILI/BROWN FIGURAS ARABESCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5277.jpg",""
"4-0449","MOLDE MADALENAS 12 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-0449.jpg",""
"1-137","MOLDE AA MUFFIN PETITE 12 CAV (18.5x24 cm) B","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1-137.jpg",""
"5-5017","MOLDE SILI NUMEROS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5017.jpg",""
"070896087249","MOLDE SILICON TELARAÑA C/10 CAVIDADES","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896087249.jpg",""
"190325041119","MOLDE SILICON MONO JENGIBRE C/6CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/190325041119.jpg",""
"6976170438599","MOLDE SILICON ARBOL DE NAVIDAD","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6976170438599.jpg",""
"6976170438612","MOLDE SILICON COPO DE NIEVE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6976170438612.jpg",""
"7-0080","MOLDE AA MINI MUFFIN 43x27x2.5cMOLDE 24cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7-0080.jpg",""
"6149","MOLDE SILI MEDIA ESFERA Ø5cMOLDE 8cav ROJO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6149.jpg",""
"SIL001098","MOLDE SILI ROSCA CASTILLO Ø23x9cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001098.jpg",""
"SIL00001005","MOLDE SILI COLA DE SIRENA 7X9X1.7 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL00001005.jpg",""
"SIL001126","MOLDE SILI PALETA CORAZONES 6cav 3x5x1cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001126.jpg",""
"SIL001127","JGO MOLDE SILI MINI BUNDT Ø6.5X3.5cMOLDE 12pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001127.jpg",""
"OTS000101","MOLDE PLAST P/CHOCO TABLETA CUADRICULA 4 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/OTS000101.jpg",""
"OTS000107","MOLDE PLAST P/CHOCO CORAZON BOLA 21 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/OTS000107.jpg",""
"OTS000118","MOLDE PLAST P/CHOCO MEDIA ESFERA Ø3.3cMOLDE 15CA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/OTS000118.jpg",""
"OTS000119","MOLDE PLAST P/CHOCO MEDIA ESFERA Ø2.5cMOLDE 24CA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/OTS000119.jpg",""
"OTS000121","MOLDE PLAST P/CHOCO MEDIA ESFERA Ø2cMOLDE 36CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/OTS000121.jpg",""
"17716047","MOLDE SILICON PALETA MAGNUMOLDE C/4","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17716047.jpg",""
"TC-12017","MOLDE SILICON COPO NIEVE 6 PUNTAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-12017.jpg",""
"TC-619","MOLDE SILICON HOJA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-619.jpg",""
"906345012834","MOLDE SILICON COPOS DE NIEVE 10 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/906345012834.jpg",""
"TC-12841","MOLDE SILICON COPO DE NIEVE 12 PUNTAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-12841.jpg",""
"TC-12843","MOLDE SILICON HOJA NAVIDEÑA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-12843.jpg",""
"906345121282","MOLDE SILICON HOJA NAVIDEÑA 3 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/906345121282.jpg",""
"070896094810","MOLDE SILICON BARRA CHOCOLATE 5 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896094810.jpg",""
"SIL001082","MOLDE SILI PALETAS MITAD ONDAS 4 CAV 3x6x2cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001082.jpg",""
"SIL00000005","MOLDE SILI MAGDALENA 9 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL00000005.jpg",""
"HGH00007","MOLDE SILICON CTRO CORAZON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGH00007.jpg",""
"HGH00008","MOLDE SILICON GDE GEO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGH00008.jpg",""
"HGH00009","MOLDE SILICON OSO Y CORAZON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGH00009.jpg",""
"4-2619","MOLDE PALETA SILICON CORAZON 2 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2619.jpg",""
"M2105-0539","MOLDE PALETA "POPS" FLOR (4 CAV)","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/M2105-0539.jpg",""
"1-121","MOLDE AA MUFFIN 12 CAV (7X3 cm) 34X26X3cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1-121.jpg",""
"TC-G018","MOLDE ESPIRAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-G018.jpg",""
"2105-6184","MOLDE CORAZON 9 PULG","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2105-6184.jpg",""
"2105-4824","MOLDE CORAZON ROJO 2.5 X 1.25" SIL 6 CAVIDADES","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2105-4824.jpg",""
"2504-1200","MOLDE CHEESE CAKE SILICON 8 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2504-1200.jpg",""
"HGH00005","MOLDE SIL CORAZON GEO 6CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGH00005.jpg",""
"4-1678","MOLDE SILI CORAZON DIMENSIONAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-1678.jpg",""
"SIL000621","MOLDE SILI FLOR CATARINA MARIPOSA 6 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL000621.jpg",""
"SIL00000754","MOLDE SILI HUEVO PASCUA BLANCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL00000754.jpg",""
"SIL001103","MOLDE SILI PALETA ESFERA Ø5cm 4 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001103.jpg",""
"5-5257","MOLDE SILI HUEVOS PASCUA CAFÉ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5257.jpg",""
"5-5265","MOLDE SILI MARGARITA, TULIPAN CAFÉ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5265.jpg",""
"SIL001052","MOLDE SILI CORAZON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001052.jpg",""
"SIL001009","MOLDE SILI BUNDT 24X11CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001009.jpg",""
"4-1788","MOLDE SILI LOLLIPOP FLOR  4CAV + 20PALILL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-1788.jpg",""
"SIL001130","MOLDE SILI CORAZON DIAMANTADO 1cav 21x20x5cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001130.jpg",""
"21-819","MOLDE SILI ROSCA FANTASIA(7X3cm-40/230c) TCH*","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/21-819.jpg",""
"SIL001066","MOLDE DE SILICON SIRENA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001066.jpg",""
"000697154040 640","MOLDE SIL HUEVO PASCUA AQUA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/000697154040 640.jpg",""
"888556166766","MOLDE SIL HUEVO MORADO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/888556166766.jpg",""
"SILBARRA6CAV","BARRA SILICON CAFE 6 CAVIDADES","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SILBARRA6CAV.jpg",""
"63-224","MOLDE SILICON BANNER ALFABETO 28 CAV","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/63-224.jpg",""
"SIL001139","MOLDE SILI CORAZON DIAMANTADO 8cav 6x6x2cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001139.jpg",""
"SIL001168","MOLDE SILI ROSAS Ø7cMOLDE 6cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001168.jpg",""
"SIL001170","MOLDE SILI ALFABETO MAYUSCULAS 26cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001170.jpg",""
"SIL001193","MOLDE SILI NUMEROS 2.6x4.5x2cMOLDE 10cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001193.jpg",""
"SIL001140","JGO MOLDE SILI CORAZON DIAMOLDE ALFAB C/MAZO 7pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001140.jpg",""
"SIL001141","MOLDE SILI CORAZÓN DIAMANT 6cav C/MAZO 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001141.jpg",""
"SIL001142","MOLDE SILI MEDIA ESFERA Ø7cMOLDE 6cav C/MAZO 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001142.jpg",""
"SIL001144","MOLDE SILI CORAZON 6.5x5.7x2.5cMOLDE 8cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001144.jpg",""
"SIL001147","MOLDE SILI CORAZON ROTO 3x2.5x1.3cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001147.jpg",""
"SIL001149","MOLDE SILI MEDIA ESFERA RISADO Ø2.8cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001149.jpg",""
"SIL001152","MOLDE SILI ESTRELLA 2.8x2.8x1.4cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001152.jpg",""
"SIL001154","MOLDE SILI FLORES Ø2.9cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001154.jpg",""
"SIL001155","SILI ESTRELLAS 2.5x2.5x1.5cm 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001155.jpg",""
"SIL001157","MOLDE SILI ROSAS Ø2.9cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001157.jpg",""
"SIL001165","MOLDE SILI MARGARITA 2.8x2.8x1.2cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001165.jpg",""
"SIL001167","MOLDE SILI CORAZON 3x2.5x1.5cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001167.jpg",""
"SIL001175","MOLDE SILI CUPULA Ø2.7cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001175.jpg",""
"SIL001183","MOLDE SILI CORAZONES BOLA 5x5x2cMOLDE 15cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001183.jpg",""
"SIL001186","MOLDE SILI BARRA DE CHOCOLATE CORAZONES MINI","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001186.jpg",""
"SIL001188","MOLDE SILI BARRA DE CHOCO 2x2x0.7cMOLDE 18cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001188.jpg",""
"SIL001191","MOLDE SILI OCTAGONO DIAMANTADO 6x6x4cMOLDE 6cav","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/SIL001191.jpg",""
"6988202280229","MINI BROCHA SILICON VARIOS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6988202280229.jpg",""
"6924542391003","ESPATULA PLASTICA AMARILLA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6924542391003.jpg",""
"CS022","ESTENCIL SILICON ROSA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CS022.jpg",""
"1426177","GUANTE DE SILICON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1426177.jpg",""
"CTR000603","JGO CORTA AINOX COLA SIRENA 14/11/8cm3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000603.jpg",""
"CTR000425","JGO CORTA METAL FLORES 4 pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000425.jpg",""
"CTR000422","JGO CORTA METAL MARIPOSAS 5 pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000422.jpg",""
"493240303442","CORTADORES CIRCULARES 3 PZAS MAGNOLIA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/493240303442.jpg",""
"CTR000578","JGO CORTA AINOX CALAVERITA 13.5cm 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000578.jpg",""
"CTR000590","JGO CORTA AINOX FANTASMA 16/13/9.5cm 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000590.jpg",""
"CTR000580","JGO CORTA AINOX CALACA 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000580.jpg",""
"4-2854","CORTADOR CONTORNO MUÑECO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2854.jpg",""
"CTR000606","JGO CORTA AINOX CALIZ 13/11/8.5cm 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000606.jpg",""
"CTR000663","CORTA AINOX CONO DE HELADO 9.7x6cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000663.jpg",""
"CTR000632","JGO CORTA AINOX PETALOS FLOR 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000632.jpg",""
"4-2362","JGO CORTADOR METAL HOJA 3 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2362.jpg",""
"5-5281","JGO CORTADOR METAL FLORES Y HOJAS 12 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5281.jpg",""
"CTR000625","JGO CORTA AINOX CRUCES 3PZS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000625.jpg",""
"2308-3341","SET CORTADOR CORAZON Y FLECHA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-3341.jpg",""
"TOL000944","JGO CORTA PLAST CASA JENGIBRE 8 pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL000944.jpg",""
"4-2403","JGO CORTADOR PLAST ALFABETO 40pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2403.jpg",""
"CTR000570","JGO CORTA PLAST ABECEDARIO MAYUS 26pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000570.jpg",""
"CTR000575","JGO CORTA PLAST ABECEDARIO "FUN" 26pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000575.jpg",""
"4-1128","SET CORTADOR/GALLETA REDONDO/RIZ 6PZS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-1128.jpg",""
