nombre,descripcion,precio,departamento,categoria,clave1,clave2,codigo_sat,disponible,destacado,temporada
COCA COLA 600ML,COCA COLA 600ML,25.0,Comida,Bebidas,75007614,75007614,50202300,True,False,False
COCA ZERO LATA,COCA ZERO LATA,28.0,Comida,Bebidas,7501055320622,7501055320622,50202300,True,False,False
COCA ZERO MINI,COCA ZERO MINI,17.0,Comida,Bebidas,7501055349906,7501055349906,50202300,True,False,False
COCA COLA,COCA COLA,23.0,Comida,Bebidas,7501055310968,7501055310968,50202306,True,False,False
COBERTURA SABOR CHOCOLATE  DOLCEZZA 1 KG,COBERTURA SABOR CHOCOLATE  DOLCEZZA 1 KG,245.0,Insumos,Chocolate,756774002381,756774002381,50161511,True,False,False
ESTRELLA DIAMANTADA TRUFA 100GR,ESTRELLA DIAMANTADA TRUFA 100GR,75.0,Decoracion,Sprinkles,HGP000065,HGP000065,50161800,True,False,False
ESTRELLA DIAMANTADA TRUFA 50GR,ESTRELLA DIAMANTADA TRUFA 50GR,40.0,Decoracion,Sprinkles,HGP000066,HGP000066,50161800,True,False,False
CONFETTI TRUFA,CONFETTI TRUFA,40.0,Decoracion,Sprinkles,HGCP0005,HGCP0005,50192300,True,False,False
FIGURETE CORAZON MIX 150GR,FIGURETE CORAZON MIX 150GR,75.0,Decoracion,Sprinkles,7501123426690,7501123426690,50192300,True,False,False
SPRINKLES METALICOS CHISPASTEL 90GR,SPRINKLES METALICOS CHISPASTEL 90GR,100.0,Decoracion,Sprinkles,HGCP0006,HGCP0006,50192300,True,False,False
DECO DONA 25GR,DECO DONA 25GR,40.0,Decoracion,Sprinkles,HGP000034,HGP000034,50161800,True,False,False
DECO CRUCES 50GR,DECO CRUCES 50GR,40.0,Decoracion,Sprinkles,HGP000035,HGP000035,50161800,True,False,False
DECO AZUCAR CRUZ PLATA DORADA 1KG,DECO AZUCAR CRUZ PLATA DORADA 1KG,558.0,Decoracion,Sprinkles,OTS000187,4895217123514,50161800,True,False,False
DECO AZUCAR DONAS AZUL ROSA AMARILLO  1KG,DECO AZUCAR DONAS AZUL ROSA AMARILLO  1KG,558.0,Decoracion,Sprinkles,OTS000197,OTS000197,50161800,True,False,False
SPRINKLES MIX DELUX PALI 100GR,SPRINKLES MIX DELUX PALI 100GR,45.0,Decoracion,Sprinkles,658325165647,HGPALI001,50192300,True,False,False
CONFETI PALI 80GR,CONFETI PALI 80GR,26.0,Decoracion,Sprinkles,50161800,HGPALI002,50161814,True,False,False
MIX CLASICO PALI 40GR,MIX CLASICO PALI 40GR,35.0,Decoracion,Sprinkles,658325165678,HGPALI003,50161800,True,False,False
SPRINKLES MINIPALI,SPRINKLES MINIPALI,18.0,Decoracion,Sprinkles,HGPALI004,HGPALI004,50161800,True,False,False
CONFETI DE AZUCAR METALICO CHISPASTEL,CONFETI DE AZUCAR METALICO CHISPASTEL,25.0,Decoracion,Sprinkles,HGP00038,HGP00038,50192300,True,False,False
SPRINKLES MIX SURTIDOS CHISPASTEL,SPRINKLES MIX SURTIDOS CHISPASTEL,55.0,Decoracion,Sprinkles,HGCP0001,HGCP0001,50192300,True,False,False
CONFETTI DE AZUCAR DE 50 GR CHISPASTEL,CONFETTI DE AZUCAR DE 50 GR CHISPASTEL,25.0,Decoracion,Sprinkles,HGP00039,HGP00039,50192300,True,False,False
GRANILLO DIAMANTADO TRUFA 50GR,GRANILLO DIAMANTADO TRUFA 50GR,30.0,Decoracion,Sprinkles,HGP000075,HGP000075,50161800,True,False,False
GRANILLO ESPECIAL TRUFA 50GR,GRANILLO ESPECIAL TRUFA 50GR,40.0,Decoracion,Sprinkles,HGP000076,HGP000076,50161800,True,False,False
CONFITADOS TRUFA 20GR,CONFITADOS TRUFA 20GR,40.0,Decoracion,Sprinkles,HGP000077,HGP000077,50161800,True,False,False
CONFETTI TRUFA 20GR,CONFETTI TRUFA 20GR,25.0,Decoracion,Sprinkles,HGP000078,HGP000078,50161800,True,False,False
ROD TRUFA,ROD TRUFA,60.0,Decoracion,Sprinkles,HGP000074,HGP000074,50192300,True,False,False
ESPECIAL TRUFA MINI 20GR,ESPECIAL TRUFA MINI 20GR,22.0,Decoracion,Sprinkles,HGP000071,HGP000071,50161800,True,False,False
MIX GRANILLO DIAMANTADO 1KG,MIX GRANILLO DIAMANTADO 1KG,275.0,Decoracion,Sprinkles,HGP000082,HGP000082,50161800,True,False,False
CAJA DE SPRINKLES DELUX,CAJA DE SPRINKLES DELUX,265.0,Decoracion,Sprinkles,764784053730,764784053730,24121500,True,False,False
CAJA DE SPRINKLES,CAJA DE SPRINKLES,230.0,Decoracion,Sprinkles,764784053729,764784053729,24121500,True,False,False
PERLA Y GRANILLO DIAMANTADA TRUFA 50GR,PERLA Y GRANILLO DIAMANTADA TRUFA 50GR,30.0,Decoracion,Sprinkles,HGP000063,HGP000063,50192300,True,False,False
PELOTAS DE FUTBOL (2 OZ),PELOTAS DE FUTBOL (2 OZ),76.0,Decoracion,Sprinkles,070896321350,070896321350,50161800,True,False,False
PERLA AZUL PASTEL MAQUI,PERLA AZUL PASTEL MAQUI,62.0,Decoracion,Sprinkles,HGP000042,HGP000042,50161800,True,False,False
PERLA LILA PASTEL MAQUI,PERLA LILA PASTEL MAQUI,62.0,Decoracion,Sprinkles,HGP000043,HGP000043,50161800,True,False,False
PERLA ROSA PASTEL MAQUI,PERLA ROSA PASTEL MAQUI,62.0,Decoracion,Sprinkles,HGP000044,HGP000044,50161800,True,False,False
PERLA SALMON PASTEL MAQUI,PERLA SALMON PASTEL MAQUI,62.0,Decoracion,Sprinkles,HGP000045,HGP000045,50161800,True,False,False
PERLA VERDE PASTEL MAQUI,PERLA VERDE PASTEL MAQUI,62.0,Decoracion,Sprinkles,HGP000046,HGP000046,50161800,True,False,False
PERLA AMARILLO PASTEL MAQUI,PERLA AMARILLO PASTEL MAQUI,62.0,Decoracion,Sprinkles,HGP000047,HGP000047,50161800,True,False,False
PERLA MIX DORADO MAQUI,PERLA MIX DORADO MAQUI,62.0,Decoracion,Sprinkles,HGP000048,HGP000048,50161800,True,False,False
PERLA MIX PLATA MAQUI,PERLA MIX PLATA MAQUI,62.0,Decoracion,Sprinkles,HGP000049,HGP000049,50161800,True,False,False
PERLA VERDE BANDERA MAQUI,PERLA VERDE BANDERA MAQUI,62.0,Decoracion,Sprinkles,HGP000050,HGP000050,50161800,True,False,False
SPRINKLES MEXICO CHILE MAQUI,SPRINKLES MEXICO CHILE MAQUI,62.0,Decoracion,Sprinkles,HGP000051,HGP000051,50161800,True,False,False
PAQUETE PASTEL MORADO MAQUI,PAQUETE PASTEL MORADO MAQUI,119.0,Decoracion,Sprinkles,HGP000052,HGP000052,50161800,True,False,False
SPRINKLES MEXICO MAQUI,SPRINKLES MEXICO MAQUI,62.0,Decoracion,Sprinkles,HGP000053,HGP000053,50161800,True,False,False
PIEDRA DE CHOCOLATE TRUFA,PIEDRA DE CHOCOLATE TRUFA,49.0,Decoracion,Sprinkles,HGP000054,HGP000054,50161800,True,False,False
CONFITADOS CROMADO TRUFA 50GR,CONFITADOS CROMADO TRUFA 50GR,75.0,Decoracion,Sprinkles,HGP000055,HGP000055,50161800,True,False,False
SPRINKLES ESPECIALES TRUFA BOTE,SPRINKLES ESPECIALES TRUFA BOTE,65.0,Decoracion,Sprinkles,HGP000056,HGP000056,50161800,True,False,False
MINI PERLA DIAMANT TRUFA,MINI PERLA DIAMANT TRUFA,55.0,Decoracion,Sprinkles,HGP000057,HGP000057,50161800,True,False,False
PERLA DIAMANT TRUFA,PERLA DIAMANT TRUFA,55.0,Decoracion,Sprinkles,HGP000058,HGP000058,50161800,True,False,False
PERLA DIAMANT JUMBO TRUFA,PERLA DIAMANT JUMBO TRUFA,55.0,Decoracion,Sprinkles,HGP000059,HGP000059,50161800,True,False,False
GRANILLO DIAMANTADO TRUFA BOTE,GRANILLO DIAMANTADO TRUFA BOTE,55.0,Decoracion,Sprinkles,HGP000060,HGP000060,50161800,True,False,False
SPRINKLES TRUFA BOTE,SPRINKLES TRUFA BOTE,55.0,Decoracion,Sprinkles,HGP000061,HGP000061,50161800,True,False,False
SPRINKLES VARIOS TRUFA,SPRINKLES VARIOS TRUFA,58.0,Decoracion,Sprinkles,HGP000062,HGP000062,50161800,True,False,False
OJOS DE CARAMELO SURTIDO 78GR,OJOS DE CARAMELO SURTIDO 78GR,150.0,Decoracion,Sprinkles,070896029331,070896029331,50161800,True,False,False
SPRINKLES CORAZON COMBINADOS 92 GR,SPRINKLES CORAZON COMBINADOS 92 GR,150.0,Decoracion,Sprinkles,710-032,070896700322,50161800,True,False,False
SPRINKLE ESPECIAL TRUFA 50G,SPRINKLE ESPECIAL TRUFA 50G,40.0,Decoracion,Sprinkles,HGP000067,HGP000067,50161800,True,False,False
GRANILLO MEZCLA CORAZON PERLA ROSA 50 GRS,GRANILLO MEZCLA CORAZON PERLA ROSA 50 GRS,32.0,Decoracion,Sprinkles,HG000041B,HG000041B,50161800,True,False,False
CONFETI REDONDO ROJO MINI 50GRS,CONFETI REDONDO ROJO MINI 50GRS,30.0,Decoracion,Sprinkles,HG000043B,HG000043B,50161800,True,False,False
CONFETI REDONDO ROSA MINI 100 GRS,CONFETI REDONDO ROSA MINI 100 GRS,50.0,Decoracion,Sprinkles,HG000044A,HG000044-100,50161800,True,False,False
CONFETI REDONDO ROSA MINI 50 GRS,CONFETI REDONDO ROSA MINI 50 GRS,28.0,Decoracion,Sprinkles,HG000044B,HG000044-50,50161800,True,False,False
MIX  TRUFA 50gr,MIX  TRUFA 50gr,40.0,Decoracion,Sprinkles,HGP000069,HGP000069,50161800,True,False,False
MIX TRUFA MINI 20GR,MIX TRUFA MINI 20GR,20.0,Decoracion,Sprinkles,HGP000070,HGP000070,50161800,True,False,False
SPRINKLES ESFERAS NAVIDAD,SPRINKLES ESFERAS NAVIDAD,68.0,Decoracion,Sprinkles,070896147912,070896147912,50161800,True,False,False
SPRINKLES COPO NIEVE WILTON,SPRINKLES COPO NIEVE WILTON,68.0,Decoracion,Sprinkles,070896658067,070896658067,50161800,True,False,False
PAQUETE PASTEL ORO,PAQUETE PASTEL ORO,119.0,Decoracion,Sprinkles,HGP000018,HGP000018,50192300,True,False,False
PAQUETE PASTEL DORADO,PAQUETE PASTEL DORADO,119.0,Decoracion,Sprinkles,HGP000019,HGP000019,50192300,True,False,False
PAQUETE PASTEL PERLA,PAQUETE PASTEL PERLA,119.0,Decoracion,Sprinkles,HGP000020,HGP000020,50192300,True,False,False
PAQUETE PASTEL PLATA,PAQUETE PASTEL PLATA,119.0,Decoracion,Sprinkles,HGP000021,HGP000021,50192300,True,False,False
PAQUETE PASTEL ROSA,PAQUETE PASTEL ROSA,119.0,Decoracion,Sprinkles,HGP000022,HGP000022,50192300,True,False,False
PAQUETE PASTEL AZUL,PAQUETE PASTEL AZUL,119.0,Decoracion,Sprinkles,HGP000023,HGP000023,50192300,True,False,False
PAQUETE PASTEL ROJO,PAQUETE PASTEL ROJO,119.0,Decoracion,Sprinkles,HGP000024,HGP000024,50192300,True,False,False
PAQUETE PASTEL VERDE,PAQUETE PASTEL VERDE,119.0,Decoracion,Sprinkles,HGP000025,HGP000025,50192300,True,False,False
SPRINKLES NICOLE,SPRINKLES NICOLE,62.0,Decoracion,Sprinkles,HGP000026,HGP000026,50192300,True,False,False
SPRINKLES MIX,SPRINKLES MIX,62.0,Decoracion,Sprinkles,HGP000027,HGP000027,50192300,True,False,False
SPRINKLES MIX PASCUA,SPRINKLES MIX PASCUA,62.0,Decoracion,Sprinkles,HGP000028,HGP000028,50192300,True,False,False
SPRINKLE FIGURA DONA,SPRINKLE FIGURA DONA,112.0,Decoracion,Sprinkles,HGP000029,HGP000029,50192300,True,False,False
SPRINKLE FIGURA COPOS,SPRINKLE FIGURA COPOS,112.0,Decoracion,Sprinkles,HGP000030,HGP000030,50192300,True,False,False
CONFETI MULTICOLOR 100GR,CONFETI MULTICOLOR 100GR,25.0,Decoracion,Sprinkles,HGP000037,HGP000037,50161800,True,False,False
MIX PERLA DORADA 100GR,MIX PERLA DORADA 100GR,30.0,Decoracion,Sprinkles,HGP000038,HGP000038,50161800,True,False,False
MIX PERLA MORADA 100GR,MIX PERLA MORADA 100GR,30.0,Decoracion,Sprinkles,HGP000039,HGP000039,50161800,True,False,False
SPRINKLE ESTRELLA DIAM DOR,SPRINKLE ESTRELLA DIAM DOR,65.0,Decoracion,Sprinkles,HGP000031,HGP000031,50192300,True,False,False
SPINKLE CORAZON DIAM DOR,SPINKLE CORAZON DIAM DOR,65.0,Decoracion,Sprinkles,HGP000032,HGP000032,50192300,True,False,False
SPRINKLE MIX DORADO Y ROJO,SPRINKLE MIX DORADO Y ROJO,55.0,Decoracion,Sprinkles,HGP000033,HGP000033,50192300,True,False,False
DECO AZUCAR BASTON ROJO 1kg,DECO AZUCAR BASTON ROJO 1kg,600.0,Decoracion,Sprinkles,OTS000887,4895217156420,50161800,True,False,False
DECO MEZCLA ESTRELLAS GRANILLO PERL 100g,DECO MEZCLA ESTRELLAS GRANILLO PERL 100g,130.0,Decoracion,Sprinkles,OTS000204-100,7501553773562,50161800,True,False,False
DECO AZUCAR PAÑALERO AZUL Y ROSA 120g,DECO AZUCAR PAÑALERO AZUL Y ROSA 120g,130.0,Decoracion,Sprinkles,OTS000196-120,7501553773463,50161800,True,False,False
DECO AZUCAR CONCHA DE MAR 100g,DECO AZUCAR CONCHA DE MAR 100g,130.0,Decoracion,Sprinkles,OTS000364-100,7501553776624,50161800,True,False,False
DECO AZUCAR CUERNO UNICORNIO COLORS 120g,DECO AZUCAR CUERNO UNICORNIO COLORS 120g,130.0,Decoracion,Sprinkles,OTS000844-120,7501553778048,50161800,True,False,False
DECO AZUCAR UNICORNIO COLORES PASTE 120g,DECO AZUCAR UNICORNIO COLORES PASTE 120g,130.0,Decoracion,Sprinkles,OTS000182-120,7501553773661,50161800,True,False,False
CONFETI DE 1KG CHERRY VARIOS,CONFETI DE 1KG CHERRY VARIOS,340.0,Decoracion,Sprinkles,5942066561529,5942066561529,50161814,True,False,False
CONFETI DE 1KG COPO CHERRY,CONFETI DE 1KG COPO CHERRY,310.0,Decoracion,Sprinkles,5942066560256,5942066560256,50161814,True,False,False
PROMO SPRINKLES 800GR CHERRY,PROMO SPRINKLES 800GR CHERRY,520.0,Decoracion,Sprinkles,760412235703,760412235703,50161814,True,False,False
BOTE PERLA DIAMANTADA 900GR CHERRY,BOTE PERLA DIAMANTADA 900GR CHERRY,360.0,Decoracion,Sprinkles,87152342780,87152342780,50161814,True,False,False
DECO AZUCAR OJOS 454GR,DECO AZUCAR OJOS 454GR,350.0,Decoracion,Sprinkles,003-5105-454,7501553802903,50161800,True,False,False
DECO AZUCAR CALAVERA HUESOS C/SANGRE,DECO AZUCAR CALAVERA HUESOS C/SANGRE,150.0,Decoracion,Sprinkles,OTS000866-120,7501553778673,50161800,True,False,False
CONFETI HOJAS DE OTOÑO 100GR,CONFETI HOJAS DE OTOÑO 100GR,100.0,Decoracion,Sprinkles,OTS000296-100,7501553776815,50161800,True,False,False
CONFETI GRANILLO OTOÑO 120GR,CONFETI GRANILLO OTOÑO 120GR,80.0,Decoracion,Sprinkles,AUT113S-120,7501553771339,50161800,True,False,False
DECO AZUCAR COPOS DE NIEVE BLANCO AZ 1kg,DECO AZUCAR COPOS DE NIEVE BLANCO AZ 1kg,600.0,Decoracion,Sprinkles,OTS000210,4895217123743,50161800,True,False,False
DECO AZUCAR NIÑO JENGIBRE 1kg,DECO AZUCAR NIÑO JENGIBRE 1kg,600.0,Decoracion,Sprinkles,OTS000889,4895217156444,50161800,True,False,False
DECO AZUCAR ESTRELLA DE MAR DORADA 1kg,DECO AZUCAR ESTRELLA DE MAR DORADA 1kg,622.0,Decoracion,Sprinkles,OTS000832,4895217155874,50161800,True,False,False
DECO AZUCAR LABIOS ROJOS Y ROSAS 1kg,DECO AZUCAR LABIOS ROJOS Y ROSAS 1kg,548.0,Decoracion,Sprinkles,OTS000826,4895217155461,50161800,True,False,False
DECO AZUCAR XOXO 1kg,DECO AZUCAR XOXO 1kg,573.0,Decoracion,Sprinkles,OTS000896,4895127156512,50161800,True,False,False
SPRINKLE CROMADO 20GR,SPRINKLE CROMADO 20GR,40.0,Decoracion,Sprinkles,HGP000079,HGP000079,50161800,True,False,False
CRISTALES DE AZUCAR CHISPASTEL,CRISTALES DE AZUCAR CHISPASTEL,75.0,Decoracion,Sprinkles,HGCP0003,HGCP0003,50192300,True,False,False
MATIZADOR TRUFA 7GR,MATIZADOR TRUFA 7GR,85.0,Decoracion,Sprinkles,HGP000081,HGP000081,50161800,True,False,False
CONFETI DE 600 GR SE LO QUE QUIERAS SER,CONFETI DE 600 GR SE LO QUE QUIERAS SER,200.0,Decoracion,Sprinkles,CONFETI,87152335125,50192300,True,False,False
DECO AZUCAR ESTRELLA DE MAR DORADA 100g,DECO AZUCAR ESTRELLA DE MAR DORADA 100g,68.0,Decoracion,Sprinkles,OTS000832-100,7501553777973,50161800,True,False,False
DECO AZUCAR MEDIO LIMON 120g,DECO AZUCAR MEDIO LIMON 120g,71.0,Decoracion,Sprinkles,OTS000186-120,7501553773753,50161800,True,False,False
DECO AZUCAR I LOVE YOU ROSA 120g,DECO AZUCAR I LOVE YOU ROSA 120g,70.0,Decoracion,Sprinkles,OTS000354-120,7501553777829,50161800,True,False,False
AZUCAR SANDING DORADA 120g,AZUCAR SANDING DORADA 120g,73.0,Decoracion,Sprinkles,OTS000903-121,7501553776709,50161800,True,False,False
DECO AZUCAR FRESA 120g,DECO AZUCAR FRESA 120g,72.0,Decoracion,Sprinkles,OTS000829-120,7501553778055,50161800,True,False,False
DECO AZUCAR HELADO ROSA AZUL AMARIL 120g,DECO AZUCAR HELADO ROSA AZUL AMARIL 120g,71.0,Decoracion,Sprinkles,OTS000183-120,7501553773609,50161800,True,False,False
DECO AZUCAR PIÑAS AMARILLAS 120g,DECO AZUCAR PIÑAS AMARILLAS 120g,71.0,Decoracion,Sprinkles,OTS000185-120,7501553773456,50161800,True,False,False
DECO AZUCAR CONCHA MARINA 120g,DECO AZUCAR CONCHA MARINA 120g,75.0,Decoracion,Sprinkles,OTS000833-120,7501553778086,50161800,True,False,False
DECO AZUCAR HOJAS 120g,DECO AZUCAR HOJAS 120g,69.0,Decoracion,Sprinkles,OTS000365-120,7501553776778,50161800,True,False,False
DECO AZUCAR ABEJA NEGRO AMARILLO 120g,DECO AZUCAR ABEJA NEGRO AMARILLO 120g,82.0,Decoracion,Sprinkles,OTS000398-120,7501553777836,50161800,True,False,False
DECO AZUCAR ESTRELLAS DE MAR 100g,DECO AZUCAR ESTRELLAS DE MAR 100g,58.0,Decoracion,Sprinkles,OTS000367-100,7501553776594,50161800,True,False,False
DECO AZUCAR BOTON TREBOL DORADO 120g,DECO AZUCAR BOTON TREBOL DORADO 120g,130.0,Decoracion,Sprinkles,7501553779595,7501553779595,50161800,True,False,False
DECO AZUCAR PATO AMARILLO 120g,DECO AZUCAR PATO AMARILLO 120g,130.0,Decoracion,Sprinkles,7501553778819,7501553778819,50161800,True,False,False
CONFETI BARBIE 50GR,CONFETI BARBIE 50GR,35.0,Decoracion,Sprinkles,CONFETI,HGCHERRI01,50192300,True,False,False
CONFITADOS TRUFA BOTE,CONFITADOS TRUFA BOTE,165.0,Decoracion,Sprinkles,HGP000080,HGP000080,50161800,True,False,False
SPRINKLE CONEJO BLANCO 1KG CHERRY,SPRINKLE CONEJO BLANCO 1KG CHERRY,1000.0,Decoracion,Sprinkles,SPRM1,SPRM1,50161814,True,False,False
SPRINKLE ZANAHORIAS 1 KG CHERRY,SPRINKLE ZANAHORIAS 1 KG CHERRY,1000.0,Decoracion,Sprinkles,SPRM2,SPRM2,50161814,True,False,False
BOTE PARA SPRINKLES 100ML,BOTE PARA SPRINKLES 100ML,20.0,Decoracion,Sprinkles,764784125006,764784125006,13102000,True,False,False
AZUCAR ARCOIRIS 100G,AZUCAR ARCOIRIS 100G,35.0,Decoracion,Sprinkles,HGP000083,HGP000083,50161800,True,False,False
SPRINKLE OJO CHICO 1KG CHERRY,SPRINKLE OJO CHICO 1KG CHERRY,1000.0,Decoracion,Sprinkles,SPRM3,SPRM3,50161814,True,False,False
SPRINKLE OJO GRANDE 1 KG CHERRY,SPRINKLE OJO GRANDE 1 KG CHERRY,1000.0,Decoracion,Sprinkles,SPRM4,SPRM4,50161814,True,False,False
MIX CROMADO RODS Y PERLAS DE 1 KG,MIX CROMADO RODS Y PERLAS DE 1 KG,900.0,Decoracion,Sprinkles,SPRINCROM,SPRINCROM,50161800,True,False,False
COMPRIMIDO DE 1 KG SOMBRERO DE BRUJA,COMPRIMIDO DE 1 KG SOMBRERO DE BRUJA,900.0,Decoracion,Sprinkles,SPRINCROM1,SPRINCROM1,50161800,True,False,False
COMPRIMIDO DE 1 KG CALABAZA HALLOWEEN,COMPRIMIDO DE 1 KG CALABAZA HALLOWEEN,900.0,Decoracion,Sprinkles,SPRINCROM2,SPRINCROM2,50161800,True,False,False
COMPRIMIDO DE 1 KG HUESOS,COMPRIMIDO DE 1 KG HUESOS,900.0,Decoracion,Sprinkles,SPRINCROM3,SPRINCROM3,50161800,True,False,False
COMPRIMIDO DE 1 KG BOO,COMPRIMIDO DE 1 KG BOO,900.0,Decoracion,Sprinkles,SPRINCROM4,SPRINCROM4,50161800,True,False,False
COMPRIMIDO DE 1 KG LAPIDA,COMPRIMIDO DE 1 KG LAPIDA,900.0,Decoracion,Sprinkles,SPRINCROM5,SPRINCROM5,50161800,True,False,False
COMPRIMIDO DE 1 KG FANTASMAS,COMPRIMIDO DE 1 KG FANTASMAS,900.0,Decoracion,Sprinkles,SPRINCROM6,SPRINCROM6,50161800,True,False,False
COMPRIMIDO DE 1 KG ARAÑAS,COMPRIMIDO DE 1 KG ARAÑAS,900.0,Decoracion,Sprinkles,SPRINCROM7,SPRINCROM7,50161800,True,False,False
COMPRIMIDO DE 1 KG FOCOS,COMPRIMIDO DE 1 KG FOCOS,900.0,Decoracion,Sprinkles,SPRINCROM8,SPRINCROM8,50161800,True,False,False
CONFITILLO FANTASIA ESCARLATA 250 GRS,CONFITILLO FANTASIA ESCARLATA 250 GRS,65.0,Decoracion,Sprinkles,2182,2182,50161800,True,False,False
CONFETI DE 1KG CHERRY ORO MINI,CONFETI DE 1KG CHERRY ORO MINI,450.0,Decoracion,Sprinkles,87523344060,87523344060,50161814,True,False,False
CAJA MINI SPRINKLES,CAJA MINI SPRINKLES,160.0,Decoracion,Sprinkles,764784053728,764784053728,24121500,True,False,False
CONFITE HUEVITOS,CONFITE HUEVITOS,30.0,Decoracion,Sprinkles,102213,102213,50161800,True,False,False
CONFITE HUEVITOS,CONFITE HUEVITOS,20.0,Decoracion,Sprinkles,HG102213,GH102213,50161800,True,False,False
CONFITE MARIPOSAS,CONFITE MARIPOSAS,50.0,Decoracion,Sprinkles,7501123427042,7501123427024,50192300,True,False,False
SPRINKLES HG 01,SPRINKLES HG 01,10.0,Decoracion,Sprinkles,HGSP00001,HGSP00001,50161800,True,False,False
SPRINKLES HG 02,SPRINKLES HG 02,15.0,Decoracion,Sprinkles,HGSP00002,HGSP00002,50161800,True,False,False
SPRINKLES HG 03,SPRINKLES HG 03,20.0,Decoracion,Sprinkles,HGSP00003,HGSP00003,50161800,True,False,False
SPRINKLES HG 04,SPRINKLES HG 04,25.0,Decoracion,Sprinkles,HGSP00004,HGSP00004,50161800,True,False,False
SPRINKLES HG 05,SPRINKLES HG 05,30.0,Decoracion,Sprinkles,HGSP00005,HGSP00005,50161800,True,False,False
SPRINKLES HG 06,SPRINKLES HG 06,35.0,Decoracion,Sprinkles,HGSP00006,HGSP00006,50161800,True,False,False
SPRINKLES HG 07,SPRINKLES HG 07,40.0,Decoracion,Sprinkles,HGSP00007,HGSP00007,50161800,True,False,False
SPRINKLES HG 08,SPRINKLES HG 08,45.0,Decoracion,Sprinkles,HGSP00008,HGSP00008,50161800,True,False,False
SPRINKLES HG 09,SPRINKLES HG 09,50.0,Decoracion,Sprinkles,HGSP00009,HGSP00009,50161800,True,False,False
AZUCAR ROSAS 1kg,AZUCAR ROSAS 1kg,471.0,Decoracion,Sprinkles,OTS000201,OTS000201,50161800,True,False,False
GRANILLO MEZCLA CORAZON PERLA ROSA 1kg,GRANILLO MEZCLA CORAZON PERLA ROSA 1kg,561.0,Decoracion,Sprinkles,OTS000313,OTS000313,50161800,True,False,False
CONFETI CORAZON ROJO JUMBO 2.27kg,CONFETI CORAZON ROJO JUMBO 2.27kg,921.0,Decoracion,Sprinkles,30630154,30630154,50161814,True,False,False
CONFETI REDONDO ROJO MINI 1kg,CONFETI REDONDO ROJO MINI 1kg,451.0,Decoracion,Sprinkles,OTS000247,OTS000247,50161800,True,False,False
CONFETI REDONDO ROSA MINI 1kg,CONFETI REDONDO ROSA MINI 1kg,451.0,Decoracion,Sprinkles,OTS000248,OTS000248,50161800,True,False,False
ROSA AZUCAR 25GR,ROSA AZUCAR 25GR,40.0,Decoracion,Sprinkles,HGP000036,HGP000036,50161800,True,False,False
GRANILLO MEZCLA CORAZON PERLA ROSA 100 GRS,GRANILLO MEZCLA CORAZON PERLA ROSA 100 GRS,60.0,Decoracion,Sprinkles,HG000041A,HG000041A,50161800,True,False,False
CONFETI REDONDO ROJO MINI 100 GRS,CONFETI REDONDO ROJO MINI 100 GRS,50.0,Decoracion,Sprinkles,HG000043A,HG000043A,50161800,True,False,False
CONFETI REDONDO ROSA MINI 100 GRS,CONFETI REDONDO ROSA MINI 100 GRS,50.0,Decoracion,Sprinkles,HG000044,HG000044,50161800,True,False,False
CONFETI CORAZON ROJO JUMBO 50 GRS,CONFETI CORAZON ROJO JUMBO 50 GRS,35.0,Decoracion,Sprinkles,HGO000038,HGO000038,50161814,True,False,False
CONFETI LABIOS ROJOS,CONFETI LABIOS ROJOS,50.0,Decoracion,Sprinkles,78-11109DC,745367181558,50161814,True,False,False
SPRINKLS CORAZONES Y FLECHAS 56 GR,SPRINKLS CORAZONES Y FLECHAS 56 GR,42.0,Decoracion,Sprinkles,070896323286,070896323286,50161800,True,False,False
SPRINKLE UNICORNIO MEZCLA GDE 10OZ,SPRINKLE UNICORNIO MEZCLA GDE 10OZ,270.0,Decoracion,Sprinkles,070896084194,070896084194,50161800,True,False,False
LENTEJUELAS DORADAS,LENTEJUELAS DORADAS,276.0,Decoracion,Sprinkles,070896112705,070896112705,50161800,True,False,False
LENTEJUELAS PLATEADAS (10 OZ),LENTEJUELAS PLATEADAS (10 OZ),290.0,Decoracion,Sprinkles,070896158635,070896158635,50161800,True,False,False
SPRINKLES HG 10,SPRINKLES HG 10,55.0,Decoracion,Sprinkles,HGSP00010,HGSP00010,50161800,True,False,False
SPRINKLES HG 11,SPRINKLES HG 11,60.0,Decoracion,Sprinkles,HGSP00011,HGSP00011,50161800,True,False,False
SPRINKLES HG 12,SPRINKLES HG 12,65.0,Decoracion,Sprinkles,HGSP00012,HGSP00012,50161800,True,False,False
SPRINKLES HG 13,SPRINKLES HG 13,70.0,Decoracion,Sprinkles,HGSP00013,HGSP00013,50161800,True,False,False
SPRINKLES HG 14,SPRINKLES HG 14,75.0,Decoracion,Sprinkles,HGSP00014,HGSP00014,50161800,True,False,False
SPRINKLES HG 15,SPRINKLES HG 15,80.0,Decoracion,Sprinkles,HGSP00015,HGSP00015,50161800,True,False,False
SPRINKLES HG 16,SPRINKLES HG 16,85.0,Decoracion,Sprinkles,HGSP00016,HGSP00016,50161800,True,False,False
SPRINKLES HG 17,SPRINKLES HG 17,90.0,Decoracion,Sprinkles,HGSP00017,HGSP00017,50161800,True,False,False
